tracking_id	XH_1916	XH_1917	XH_1918	XH_1919	XH_1920	XH_1921	XH_1922	XH_1923	XH_1924
ENSMUSG00000106224	0.0156352	0	0	0	0.10889	0.0345078	0	0	0	
ENSMUSG00000106225	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106226	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106227	0	0.818626	0	4.3858	0	0.543262	0	0	0	
ENSMUSG00000106228	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106229	0.0286208	0.0188576	0.0601132	0.0593092	0	0.0830831	0.0311527	0.038078	0.0458826	
ENSMUSG00000106230	0	0	0	0	0	0	0	0	0.0137448	
ENSMUSG00000106231	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106232	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106233	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106234	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106235	0	0	0.0551137	0	0	0	0.0439784	0	0	
ENSMUSG00000106236	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106237	0.0801647	0	0.370605	0	1.47634	0	0.302321	0.342784	0.270434	
ENSMUSG00000106238	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106239	1.73351	1.39925	1.62285	0.276741	0.300852	2.74015	1.41181	2.13277	1.41802	
ENSMUSG00000106240	0	0	0.240409	0	0	0	0	0	0	
ENSMUSG00000106241	0.23505	0.27477	0.160613	0.525479	0.478131	0.395097	0.295881	0.110819	0.26679	
ENSMUSG00000106242	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106243	0	0	0	0	0.326441	0	0	0	0	
ENSMUSG00000106244	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106245	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106246	0.0253286	0	0	0	0	0	0	0	0.0205302	
ENSMUSG00000106247	0	0.0433794	0	0.0667865	0	0	0	0	0	
ENSMUSG00000106248	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106249	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106250	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106251	0.0910959	0.145621	0.116096	0	0.128161	0.161773	0.105853	0.0733126	0.0734614	
ENSMUSG00000106252	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106253	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106254	0.0388655	0	0.054662	0	0.267905	0	0.0425803	0	0.0104093	
ENSMUSG00000106255	0	0	0.0367848	0	0	0.0780833	0	0	0	
ENSMUSG00000106256	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106257	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106258	0.0420196	0	0.0460657	0	0	0.0986007	0.036564	0.173012	0	
ENSMUSG00000106259	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106260	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106261	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106262	0.599306	0.527494	0.712379	0.694592	0.455754	0.460664	0.663329	0.487957	0.463141	
ENSMUSG00000106263	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106264	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106265	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106266	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106267	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106268	0	0	0	0	0	0	0.0255788	0	0.0244857	
ENSMUSG00000106269	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106270	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106271	0.0482528	0	0.0533489	0	0	0	0	0	0	
ENSMUSG00000106272	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106273	0	0	0	0	0	0.338912	0.121399	0	0	
ENSMUSG00000106274	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106275	0.106813	0.240011	0.256308	1.08018	0	0.295792	0.319876	0.234604	0.367407	
ENSMUSG00000106276	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106278	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106279	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106280	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106281	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106282	0	0.0624408	0	0.188764	0	0	0.0261573	0	0	
ENSMUSG00000106283	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106284	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106285	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106286	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106287	0.103739	0	0.0221096	0	0.147404	0.0463252	0.0519201	0	0.0167626	
ENSMUSG00000106288	0.0869948	0.0873106	0.0696202	0.999234	0.310256	0.194684	0.218124	0.131745	0.0879198	
ENSMUSG00000106289	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106290	0	0	0	0.0774948	0	0	0.0202148	0	0.00989102	
ENSMUSG00000106291	0.127942	0.0879373	0.14041	0	0	0.100225	0.185787	0.0878869	0.174992	
ENSMUSG00000106292	0	0	0	0	0	0	0.00922891	0	0	
ENSMUSG00000106293	0	0.140281	0.149475	0	0.569311	0	0.0603317	0	0	
ENSMUSG00000106294	0.38177	0.329305	0.263324	0	0	0.390368	0.642601	0.975723	0.12843	
ENSMUSG00000106295	0	0	0.0487622	0	0	0	0	0	0	
ENSMUSG00000106296	0.0472801	0.0934452	0.0695051	0.176292	0.128645	0.082334	0.061745	0.0188693	0.113687	
ENSMUSG00000106297	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106298	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106299	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106300	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106301	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106302	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106303	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106304	0	0	0	0	0	0	0.0283994	0	0	
ENSMUSG00000106305	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106306	0	0	0	0	0	0.0558122	0	0	0	
ENSMUSG00000106307	0	0	0	0	0.446558	0	0	0	0	
ENSMUSG00000106308	0.134784	0	0	0	0	0	0	0	0	
ENSMUSG00000106309	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106310	0.00946996	0.0187169	0.0198882	0	0.0644204	0.0206145	0.0154594	0.0188974	0	
ENSMUSG00000106311	0	0	0.126346	0	0	0.291144	0	0	0.181316	
ENSMUSG00000106312	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106313	0.229854	0	0.278877	0	0	0	0.116698	0	0.0994086	
ENSMUSG00000106314	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106315	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106316	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106317	0.118688	0.143305	0.126977	0.157231	0	0	0.0995827	0	0.0768754	
ENSMUSG00000106318	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106319	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106320	0	0	0	0.116852	0.128294	0	0.00311073	0	0	
ENSMUSG00000106321	0	0	0.0449018	0.295178	0.316642	0.0960088	0.17808	0.0843526	0.0336183	
ENSMUSG00000106322	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106323	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106324	0	0	0	0	0	0	0.105526	0	0	
ENSMUSG00000106325	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106326	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106327	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106328	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106329	0.0209129	0	0.0109949	0.0652634	0	0	0.0171019	0.0417707	0.00838686	
ENSMUSG00000106330	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106331	0	0	0	0	0	0	0.0443571	0	0	
ENSMUSG00000106332	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106333	0	0	0.0172797	0	0	0	0	0	0	
ENSMUSG00000106334	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106335	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106336	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106337	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106338	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106339	0	0	0	0.212564	0	0	0	0	0	
ENSMUSG00000106340	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106341	0	0	0	0.326126	0.0890662	0	0	0	0.0103829	
ENSMUSG00000106342	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106343	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106344	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106345	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106346	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106347	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106348	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106349	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106350	0.027626	0.0909725	0.0579988	0.171497	0.0625813	0.120204	0.0826395	0.0367429	0.0590366	
ENSMUSG00000106351	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106352	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106353	0	0.0867218	0.0461455	0.304553	0	0	0	0	0	
ENSMUSG00000106354	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106355	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106356	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106357	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106358	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106359	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106360	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106361	0.0269144	0.0267307	0	0.0851022	0	0	0.0221365	0	0.0108165	
ENSMUSG00000106362	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106363	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106364	0	0.0213341	0	0	0.0736714	0	0.00881812	0	0	
ENSMUSG00000106365	0.329921	0.179339	0.382555	0.738337	0	0.642677	0.234457	0.353508	0.487756	
ENSMUSG00000106366	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106367	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106368	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106369	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106370	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106371	0	0.0575837	0	0	0.208372	0	0	0	0	
ENSMUSG00000106372	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106373	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106374	0.0399923	0	0	0	0	0	0	0	0.0327572	
ENSMUSG00000106375	0.0738173	0.0558492	0.106802	0.590236	0.41891	0.0490292	0.115039	0.0790345	0.0680872	
ENSMUSG00000106376	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106377	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106378	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106379	0.0105956	0.0343943	0	0	0	0.0231289	0.00866528	0.0211726	0	
ENSMUSG00000106380	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106381	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106382	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106383	0.325786	0.0974154	0.224345	0.208626	0.568664	0.144018	0.242474	0.196295	0.118072	
ENSMUSG00000106384	0.0128772	0	0	0.162463	0.266215	0	0.0105797	0	0	
ENSMUSG00000106385	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106386	0.0209913	0	0	0.0430298	0	0	0.00568463	0	0	
ENSMUSG00000106387	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106388	0.325712	0.393811	1.89025	6.25209	2.04277	2.0784	3.81261	3.40258	2.18388	
ENSMUSG00000106389	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106390	0	0.101649	0	0	0	0	0	0	0	
ENSMUSG00000106391	0.184479	0.306104	0.081337	0.294139	0.213916	0.135639	0.355344	0.246794	0.210346	
ENSMUSG00000106392	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106393	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106394	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106395	0	0	0	0	0.735042	0	0	0	0	
ENSMUSG00000106396	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106397	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106398	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106399	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106400	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106401	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106402	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106403	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106404	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106405	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106406	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106407	0	0	0	0	0	0.11104	0	0	0	
ENSMUSG00000106408	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106409	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106410	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106411	0	0	0.0098888	0	0	0	0	0	0	
ENSMUSG00000106412	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106413	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106414	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106415	0.268979	0.307521	0.715117	0.747927	0.779755	0.427469	0.830857	0.425629	0.510709	
ENSMUSG00000106416	0.703916	0.338169	0.450737	0	0.713847	0.602702	0.220294	0.667565	0.592814	
ENSMUSG00000106417	0.0857212	0	0	0	0	0	0	0	0	
ENSMUSG00000106418	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106419	0.0845718	0	0.151689	0	0	0	0.119303	0	0.045793	
ENSMUSG00000106420	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106421	0.409509	0.505484	0.268958	0	0	0.191697	0.177772	0.421069	0.134253	
ENSMUSG00000106422	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106423	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106424	0	0	0.251728	0	0	0.185923	0.136204	0	0	
ENSMUSG00000106426	0	0	0	0	0	0	0.0320804	0	0	
ENSMUSG00000106427	0.0737369	0.0534377	0.0566677	0.11355	0.120363	0.0587893	0.051074	0.0723358	0.0803403	
ENSMUSG00000106428	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106429	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106430	0.0106958	0.0423443	0.0112492	0	0	0	0.0350028	0	0	
ENSMUSG00000106431	0	0	0	0	0	0	0	0	4.71465	
ENSMUSG00000106432	0.0165123	0.0325879	0	0.0510415	0.0559087	0	0.0336165	0	0.00661172	
ENSMUSG00000106433	0.326208	0	0	0	0	0	0	0	0	
ENSMUSG00000106434	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106435	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106436	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106437	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106438	0.0470066	0.0229326	0	0	0	0	0.0829964	0	0	
ENSMUSG00000106439	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106440	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106441	0	0	0.0582447	0	0	0	0	0	0	
ENSMUSG00000106442	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106443	0	0	0.00663373	0.155527	0.170532	0	0	0.0252329	0	
ENSMUSG00000106444	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106445	0	0	0	0	0	0	0	0.0519402	0	
ENSMUSG00000106446	0.0216388	0	0	0	0	0	0	0	0	
ENSMUSG00000106447	0	0.025807	0.0180146	0	0	0.0436905	0.0518037	0.0297329	0.0103612	
ENSMUSG00000106448	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106450	0	0	0	0.305706	0.331912	0	0.0193921	0	0	
ENSMUSG00000106451	0.130603	0	0.0936052	0.428646	0.15962	0	0.0548197	0.0879131	0.0352054	
ENSMUSG00000106452	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106453	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106454	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106455	0	0	0	0	0	0	0.0985741	0.218504	0.0857122	
ENSMUSG00000106456	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106457	0.25327	0.183778	0.160388	0.532026	0.628111	0.115349	0.281387	0.119385	0.234797	
ENSMUSG00000106458	0	0.0195479	0.0415454	0	0	0	0.0323102	0	0.0237793	
ENSMUSG00000106459	0	0	0.09846	0	0	0	0	0	0	
ENSMUSG00000106460	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106461	0	0	0	0	0	0	0	0	0.012441	
ENSMUSG00000106462	0	0	0	0	0	0	0	0	0.109453	
ENSMUSG00000106463	0	102.37	0	0	0	0	62.4809	0	0	
ENSMUSG00000106464	0.0404139	0.0802778	0.142196	0.0851967	0.372173	0.0591756	0.177283	0.134921	0.032484	
ENSMUSG00000106465	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106466	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106467	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106468	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106469	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106470	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106471	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106472	0.0146498	0	0	0	0	0	0	0	0	
ENSMUSG00000106473	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106474	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106475	0.0842819	0.0236951	0.0188804	0.147455	0.080854	0	0.0146454	0.0119743	0.00962718	
ENSMUSG00000106476	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106477	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106478	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106479	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106480	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106481	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106482	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106483	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106484	0.0570699	0	0.122889	0	0.418278	0.194593	0.193348	0.115976	0.0927275	
ENSMUSG00000106485	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106486	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106487	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106488	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106489	0	0	0	0	185.032	0	0	0	0	
ENSMUSG00000106490	0	0	0	0	0.0737044	0	0	0	0	
ENSMUSG00000106491	0.00823825	0	0	0.101847	0	0.0357652	0.00670797	0	0.0131936	
ENSMUSG00000106492	0	0	0	0	0	0	0.120102	0	0	
ENSMUSG00000106493	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106494	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106495	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106496	0.0340562	0	0	0	0.25533	0.0784186	0.116652	0	0	
ENSMUSG00000106497	0.0237108	0	0.0374628	0.148895	0.325517	0	0.0777676	0.0474219	0.00951831	
ENSMUSG00000106498	0.00868575	0	0	0	0	0	0	0	0	
ENSMUSG00000106499	0.114688	0.126448	0.0671909	0.0803341	0.175539	0.0558857	0.0627998	0.0765235	0.0511872	
ENSMUSG00000106500	0	0	0.0294442	0	0	0	0	0	0	
ENSMUSG00000106501	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106502	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106503	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106504	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106505	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106506	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106507	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106508	0	0	0.0197947	0	0	0	0	0	0	
ENSMUSG00000106509	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106510	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106511	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106512	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106513	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106514	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106515	0	0	0.0160519	0	0	0.0334542	0	0.0304428	0.0122109	
ENSMUSG00000106516	0	0	0	0	0	0	0	0	0.0361743	
ENSMUSG00000106517	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106518	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106519	0.0260739	0.0526261	0.22385	1.04752	0	0.117865	0.4835	0	0.253746	
ENSMUSG00000106520	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106521	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106522	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106523	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106524	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106525	0.0786452	0	0	0	0	0	0	0	0	
ENSMUSG00000106526	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106527	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106528	0	0.0867524	0	0.0923789	0	0	0	0	0.0116951	
ENSMUSG00000106529	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106530	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106531	0	0	0.0636703	0	0	0	0	0	0	
ENSMUSG00000106532	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106533	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106534	0	0.0796993	0	0	0	0	0	0	0	
ENSMUSG00000106535	0	0	0	0	0	0	0.0246124	0	0	
ENSMUSG00000106536	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106537	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106538	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106539	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106540	0	0	0	0	0.291992	0	0	0	0	
ENSMUSG00000106541	0	0	0.0727153	0	0	0	0	0	0	
ENSMUSG00000106542	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106543	0	0	0	0.492844	0	0	0	0	0	
ENSMUSG00000106544	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106545	0	0	0	0	0	0	0.10502	0	0.271905	
ENSMUSG00000106546	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106547	0.140279	0.043663	0.00773186	0.045474	0.0996647	0	0.0660273	0.0588164	0.0531813	
ENSMUSG00000106548	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106549	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106550	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106551	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106552	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106553	0.0750245	0	0.0803992	0.333246	0.542167	0.0563852	0	0	0.0202658	
ENSMUSG00000106554	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106555	0.0289224	0	0	0	0.555171	0	0	0	0	
ENSMUSG00000106556	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106557	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106558	0	0	0	0.625044	0	0	0	0	0.0615154	
ENSMUSG00000106559	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106560	0.118145	0.104258	0.0277002	0	0.181095	0.0288098	0.0323701	0.0525725	0.0632931	
ENSMUSG00000106561	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106562	0	0	0	0	0	0	0	0	0.13433	
ENSMUSG00000106563	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106564	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106565	0.143806	0	0	0	0	0	0	0	0.3808	
ENSMUSG00000106566	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106567	0	0	0	0	0	0	0	0.18855	0	
ENSMUSG00000106568	0.347779	0.760762	0.202903	0	0	0.456947	0.58225	0.561487	0.368458	
ENSMUSG00000106569	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106570	0	0	0	0	0.186499	0	0	0	0	
ENSMUSG00000106571	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106572	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106573	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106574	0.461874	0.250098	0.39902	0	0	0.422169	0.15718	0.50165	0.300666	
ENSMUSG00000106575	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106576	0	0	0	0	0	0	0	0.126894	0	
ENSMUSG00000106577	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106578	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106579	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106580	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106581	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106582	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106583	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106584	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106585	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106586	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106587	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106588	0.0962846	0.0969201	0.0515273	0.479063	0	0	0.0808383	0.0487051	0.0194936	
ENSMUSG00000106589	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106590	0.0376139	0.0497521	0.0396548	0.0789695	0	0.0274803	0.0720584	0	0.0906404	
ENSMUSG00000106591	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106592	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106593	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106594	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106595	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106596	0	0	0	0	0.132793	0	0	0	0.0152053	
ENSMUSG00000106597	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106598	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106599	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106600	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106601	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106602	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106603	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106604	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106605	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106606	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106607	0	0	0.112209	0.137649	0.598503	0	0.0703389	0.127441	0.0850577	
ENSMUSG00000106608	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106609	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106610	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106611	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106612	0	0	0.0116127	0	0	0	0	0	0	
ENSMUSG00000106613	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106614	0	0	0	0	0	0	0	0	0	
ENSMUSG00000106615	0	0	0.0241093	0	0	0	0	0	0	
ENSMUSG00000106616	0	0	0	0	0	0	0	0	0	
